Date,Time,Seconds_of_Day,X_ECEF(m),Y_ECEF(m),Z_ECEF(m)
2026/02/07,10:41:30.000,38490.0,1337935.5708,6070317.2424,1427877.5228
2026/02/07,10:42:00.000,38520.0,1337935.5708,6070317.2424,1427877.5228
2026/02/07,10:42:30.000,38550.0,1337935.5708,6070317.2424,1427877.5228
2026/02/07,10:43:00.000,38580.0,1337935.5708,6070317.2424,1427877.5228
2026/02/07,10:43:30.000,38610.0,1337935.5708,6070317.2424,1427877.5228
2026/02/07,10:44:00.000,38640.0,1337935.5708,6070317.2424,1427877.5228
2026/02/07,10:44:30.000,38670.0,1337935.5708,6070317.2425,1427877.5228
2026/02/07,10:45:00.000,38700.0,1337935.5707,6070317.2429,1427877.5229
2026/02/07,10:45:30.000,38730.0,1337935.5707,6070317.2429,1427877.5229
2026/02/07,10:46:00.000,38760.0,1337935.5708,6070317.2429,1427877.5229
2026/02/07,10:46:30.000,38790.0,1337935.5708,6070317.2429,1427877.5229
2026/02/07,10:47:00.000,38820.0,1337935.5708,6070317.2429,1427877.5229
2026/02/07,10:47:30.000,38850.0,1337935.5708,6070317.2429,1427877.5229
2026/02/07,10:48:00.000,38880.0,1337935.5708,6070317.2429,1427877.5229
2026/02/07,10:48:30.000,38910.0,1337935.5708,6070317.2429,1427877.5229
2026/02/07,10:49:00.000,38940.0,1337935.5709,6070317.243,1427877.5229
2026/02/07,10:49:30.000,38970.0,1337935.5709,6070317.243,1427877.5229
2026/02/07,10:50:00.000,39000.0,1337935.5711,6070317.2431,1427877.5229
2026/02/07,10:50:30.000,39030.0,1337935.571,6070317.2431,1427877.5229
2026/02/07,10:51:00.000,39060.0,1337935.571,6070317.2432,1427877.5229
2026/02/07,10:51:30.000,39090.0,1337935.571,6070317.2432,1427877.5229
2026/02/07,10:52:00.000,39120.0,1337935.571,6070317.2432,1427877.5229
2026/02/07,10:52:30.000,39150.0,1337935.5709,6070317.2432,1427877.5229
2026/02/07,10:53:00.000,39180.0,1337935.5709,6070317.2432,1427877.5229
2026/02/07,10:53:30.000,39210.0,1337935.5709,6070317.2433,1427877.523
2026/02/07,10:54:00.000,39240.0,1337935.5709,6070317.2434,1427877.523
2026/02/07,10:54:30.000,39270.0,1337935.5709,6070317.2435,1427877.523
2026/02/07,10:55:00.000,39300.0,1337935.5711,6070317.2439,1427877.523
2026/02/07,10:55:30.000,39330.0,1337935.5711,6070317.244,1427877.523
2026/02/07,10:56:00.000,39360.0,1337935.5711,6070317.2441,1427877.523
2026/02/07,10:56:30.000,39390.0,1337935.5711,6070317.2441,1427877.523
2026/02/07,10:57:00.000,39420.0,1337935.5711,6070317.2441,1427877.523
2026/02/07,10:57:30.000,39450.0,1337935.5711,6070317.2441,1427877.523
2026/02/07,10:58:00.000,39480.0,1337935.5711,6070317.244,1427877.523
2026/02/07,10:58:30.000,39510.0,1337935.5712,6070317.244,1427877.523
2026/02/07,10:59:00.000,39540.0,1337935.5712,6070317.2438,1427877.5229
2026/02/07,10:59:30.000,39570.0,1337935.5713,6070317.2438,1427877.5229
2026/02/07,11:00:00.000,39600.0,1337935.5716,6070317.244,1427877.5229
2026/02/07,11:00:30.000,39630.0,1337935.5717,6070317.2439,1427877.5228
2026/02/07,11:01:00.000,39660.0,1337935.5717,6070317.2439,1427877.5228
2026/02/07,11:01:30.000,39690.0,1337935.5717,6070317.2438,1427877.5228
2026/02/07,11:02:00.000,39720.0,1337935.5717,6070317.2438,1427877.5228
2026/02/07,11:02:30.000,39750.0,1337935.5717,6070317.2438,1427877.5228
2026/02/07,11:03:00.000,39780.0,1337935.5717,6070317.2438,1427877.5228
2026/02/07,11:03:30.000,39810.0,1337935.5717,6070317.2437,1427877.5228
2026/02/07,11:04:00.000,39840.0,1337935.5717,6070317.2437,1427877.5227
2026/02/07,11:04:30.000,39870.0,1337935.5718,6070317.2436,1427877.5227
2026/02/07,11:05:00.000,39900.0,1337935.572,6070317.244,1427877.5227
2026/02/07,11:05:30.000,39930.0,1337935.572,6070317.244,1427877.5227
2026/02/07,11:06:00.000,39960.0,1337935.572,6070317.2439,1427877.5227
2026/02/07,11:06:30.000,39990.0,1337935.572,6070317.2438,1427877.5227
2026/02/07,11:07:00.000,40020.0,1337935.572,6070317.2438,1427877.5227
2026/02/07,11:07:30.000,40050.0,1337935.572,6070317.2438,1427877.5227
2026/02/07,11:08:00.000,40080.0,1337935.572,6070317.2438,1427877.5227
2026/02/07,11:08:30.000,40110.0,1337935.572,6070317.2438,1427877.5227
2026/02/07,11:09:00.000,40140.0,1337935.572,6070317.2437,1427877.5227
2026/02/07,11:09:30.000,40170.0,1337935.5721,6070317.244,1427877.5227
2026/02/07,11:10:00.000,40200.0,1337935.5723,6070317.2443,1427877.5227
2026/02/07,11:10:30.000,40230.0,1337935.5723,6070317.2442,1427877.5226
2026/02/07,11:11:00.000,40260.0,1337935.5723,6070317.2442,1427877.5226
2026/02/07,11:11:30.000,40290.0,1337935.5723,6070317.2442,1427877.5226
2026/02/07,11:12:00.000,40320.0,1337935.5723,6070317.2442,1427877.5226
2026/02/07,11:12:30.000,40350.0,1337935.5723,6070317.2441,1427877.5226
2026/02/07,11:13:00.000,40380.0,1337935.5723,6070317.2441,1427877.5226
2026/02/07,11:13:30.000,40410.0,1337935.5723,6070317.2441,1427877.5226
2026/02/07,11:14:00.000,40440.0,1337935.5723,6070317.2441,1427877.5225
2026/02/07,11:14:30.000,40470.0,1337935.5723,6070317.2443,1427877.5226
2026/02/07,11:15:00.000,40500.0,1337935.5726,6070317.2452,1427877.5227
2026/02/07,11:15:30.000,40530.0,1337935.5727,6070317.2453,1427877.5227
2026/02/07,11:16:00.000,40560.0,1337935.5727,6070317.2453,1427877.5227
2026/02/07,11:16:30.000,40590.0,1337935.5727,6070317.2454,1427877.5227
2026/02/07,11:17:00.000,40620.0,1337935.5727,6070317.2454,1427877.5227
2026/02/07,11:17:30.000,40650.0,1337935.5727,6070317.2454,1427877.5227
2026/02/07,11:18:00.000,40680.0,1337935.5728,6070317.2454,1427877.5227
2026/02/07,11:18:30.000,40710.0,1337935.5728,6070317.2455,1427877.5227
2026/02/07,11:19:00.000,40740.0,1337935.5728,6070317.2456,1427877.5228
2026/02/07,11:19:30.000,40770.0,1337935.573,6070317.2459,1427877.5228
2026/02/07,11:20:00.000,40800.0,1337935.5732,6070317.2465,1427877.5229
2026/02/07,11:20:30.000,40830.0,1337935.5732,6070317.2465,1427877.5228
2026/02/07,11:21:00.000,40860.0,1337935.5732,6070317.2464,1427877.5229
2026/02/07,11:21:30.000,40890.0,1337935.5732,6070317.2463,1427877.5228
2026/02/07,11:22:00.000,40920.0,1337935.5732,6070317.2462,1427877.5228
2026/02/07,11:22:30.000,40950.0,1337935.5732,6070317.2462,1427877.5228
2026/02/07,11:23:00.000,40980.0,1337935.5732,6070317.2461,1427877.5228
2026/02/07,11:23:30.000,41010.0,1337935.5732,6070317.2461,1427877.5228
2026/02/07,11:24:00.000,41040.0,1337935.5732,6070317.2461,1427877.5228
2026/02/07,11:24:30.000,41070.0,1337935.5732,6070317.2462,1427877.5228
2026/02/07,11:25:00.000,41100.0,1337935.5735,6070317.2468,1427877.5228
2026/02/07,11:25:30.000,41130.0,1337935.5736,6070317.2469,1427877.5228
2026/02/07,11:26:00.000,41160.0,1337935.5736,6070317.2467,1427877.5228
2026/02/07,11:26:30.000,41190.0,1337935.5736,6070317.2466,1427877.5227
2026/02/07,11:27:00.000,41220.0,1337935.5735,6070317.2466,1427877.5227
2026/02/07,11:27:30.000,41250.0,1337935.5735,6070317.2465,1427877.5227
2026/02/07,11:28:00.000,41280.0,1337935.5735,6070317.2465,1427877.5227
2026/02/07,11:28:30.000,41310.0,1337935.5735,6070317.2465,1427877.5227
2026/02/07,11:29:00.000,41340.0,1337935.5736,6070317.2465,1427877.5227
2026/02/07,11:29:30.000,41370.0,1337935.5736,6070317.2467,1427877.5227
2026/02/07,11:30:00.000,41400.0,1337935.5737,6070317.2472,1427877.5226
2026/02/07,11:30:30.000,41430.0,1337935.5738,6070317.2474,1427877.5227
2026/02/07,11:31:00.000,41460.0,1337935.5738,6070317.2475,1427877.5227
2026/02/07,11:31:30.000,41490.0,1337935.5738,6070317.2475,1427877.5227
2026/02/07,11:32:00.000,41520.0,1337935.5738,6070317.2475,1427877.5227
2026/02/07,11:32:30.000,41550.0,1337935.5738,6070317.2475,1427877.5227
2026/02/07,11:33:00.000,41580.0,1337935.5739,6070317.2475,1427877.5227
2026/02/07,11:33:30.000,41610.0,1337935.5739,6070317.2476,1427877.5227
2026/02/07,11:34:00.000,41640.0,1337935.5739,6070317.2478,1427877.5227
2026/02/07,11:34:30.000,41670.0,1337935.5741,6070317.2481,1427877.5227
2026/02/07,11:35:00.000,41700.0,1337935.5744,6070317.249,1427877.5228
2026/02/07,11:35:30.000,41730.0,1337935.5745,6070317.2494,1427877.5229
2026/02/07,11:36:00.000,41760.0,1337935.5746,6070317.2495,1427877.5229
2026/02/07,11:36:30.000,41790.0,1337935.5746,6070317.2496,1427877.5229
2026/02/07,11:37:00.000,41820.0,1337935.5747,6070317.2497,1427877.5229
2026/02/07,11:37:30.000,41850.0,1337935.5747,6070317.2497,1427877.5229
2026/02/07,11:38:00.000,41880.0,1337935.5747,6070317.2498,1427877.5229
2026/02/07,11:38:30.000,41910.0,1337935.5748,6070317.25,1427877.5229
2026/02/07,11:39:00.000,41940.0,1337935.5749,6070317.2503,1427877.523
2026/02/07,11:39:30.000,41970.0,1337935.5752,6070317.251,1427877.5232
2026/02/07,11:40:00.000,42000.0,1337935.5757,6070317.2521,1427877.5232
2026/02/07,11:40:30.000,42030.0,1337935.5758,6070317.2524,1427877.5233
2026/02/07,11:41:00.000,42060.0,1337935.5759,6070317.2525,1427877.5234
2026/02/07,11:41:30.000,42090.0,1337935.5759,6070317.2525,1427877.5234
2026/02/07,11:42:00.000,42120.0,1337935.5759,6070317.2525,1427877.5234
2026/02/07,11:42:30.000,42150.0,1337935.5759,6070317.2525,1427877.5234
2026/02/07,11:43:00.000,42180.0,1337935.5759,6070317.2526,1427877.5234
2026/02/07,11:43:30.000,42210.0,1337935.576,6070317.2527,1427877.5234
2026/02/07,11:44:00.000,42240.0,1337935.576,6070317.2528,1427877.5235
2026/02/07,11:44:30.000,42270.0,1337935.5762,6070317.2532,1427877.5236
2026/02/07,11:45:00.000,42300.0,1337935.5766,6070317.2542,1427877.5237
2026/02/07,11:45:30.000,42330.0,1337935.5768,6070317.2545,1427877.5237
2026/02/07,11:46:00.000,42360.0,1337935.5768,6070317.2545,1427877.5237
2026/02/07,11:46:30.000,42390.0,1337935.5768,6070317.2545,1427877.5237
2026/02/07,11:47:00.000,42420.0,1337935.5768,6070317.2545,1427877.5237
2026/02/07,11:47:30.000,42450.0,1337935.5768,6070317.2544,1427877.5237
2026/02/07,11:48:00.000,42480.0,1337935.5768,6070317.2544,1427877.5237
2026/02/07,11:48:30.000,42510.0,1337935.5768,6070317.2544,1427877.5237
2026/02/07,11:49:00.000,42540.0,1337935.5768,6070317.2544,1427877.5237
2026/02/07,11:49:30.000,42570.0,1337935.5768,6070317.2545,1427877.5237
2026/02/07,11:50:00.000,42600.0,1337935.5768,6070317.2548,1427877.5237
2026/02/07,11:50:30.000,42630.0,1337935.5769,6070317.255,1427877.5237
2026/02/07,11:51:00.000,42660.0,1337935.5769,6070317.2552,1427877.5237
2026/02/07,11:51:30.000,42690.0,1337935.577,6070317.2552,1427877.5237
2026/02/07,11:52:00.000,42720.0,1337935.577,6070317.2552,1427877.5238
2026/02/07,11:52:30.000,42750.0,1337935.577,6070317.2553,1427877.5238
2026/02/07,11:53:00.000,42780.0,1337935.577,6070317.2553,1427877.5238
2026/02/07,11:53:30.000,42810.0,1337935.577,6070317.2553,1427877.5238
2026/02/07,11:54:00.000,42840.0,1337935.5771,6070317.2555,1427877.5238
2026/02/07,11:54:30.000,42870.0,1337935.5771,6070317.2556,1427877.5237
2026/02/07,11:55:00.000,42900.0,1337935.5775,6070317.2564,1427877.5239
2026/02/07,11:55:30.000,42930.0,1337935.5777,6070317.2568,1427877.5239
2026/02/07,11:56:00.000,42960.0,1337935.5778,6070317.257,1427877.524
2026/02/07,11:56:30.000,42990.0,1337935.5778,6070317.2571,1427877.524
2026/02/07,11:57:00.000,43020.0,1337935.5778,6070317.2572,1427877.524
2026/02/07,11:57:30.000,43050.0,1337935.5778,6070317.2572,1427877.524
2026/02/07,11:58:00.000,43080.0,1337935.5778,6070317.2572,1427877.524
2026/02/07,11:58:30.000,43110.0,1337935.5778,6070317.2572,1427877.524
2026/02/07,11:59:00.000,43140.0,1337935.5779,6070317.2572,1427877.524
2026/02/07,11:59:30.000,43170.0,1337935.5778,6070317.2572,1427877.5239
2026/02/07,12:00:00.000,43200.0,1337935.578,6070317.2578,1427877.5241
2026/02/07,12:00:30.000,43230.0,1337935.5781,6070317.258,1427877.5241
2026/02/07,12:01:00.000,43260.0,1337935.5781,6070317.258,1427877.5241
2026/02/07,12:01:30.000,43290.0,1337935.5782,6070317.258,1427877.5241
2026/02/07,12:02:00.000,43320.0,1337935.5782,6070317.258,1427877.5241
2026/02/07,12:02:30.000,43350.0,1337935.5782,6070317.258,1427877.5241
2026/02/07,12:03:00.000,43380.0,1337935.5782,6070317.2581,1427877.5241
2026/02/07,12:03:30.000,43410.0,1337935.5782,6070317.2581,1427877.5241
2026/02/07,12:04:00.000,43440.0,1337935.5783,6070317.2583,1427877.5242
2026/02/07,12:04:30.000,43470.0,1337935.5785,6070317.2587,1427877.5243
2026/02/07,12:05:00.000,43500.0,1337935.5787,6070317.2591,1427877.5244
2026/02/07,12:05:30.000,43530.0,1337935.5787,6070317.2592,1427877.5244
2026/02/07,12:06:00.000,43560.0,1337935.5788,6070317.2592,1427877.5244
2026/02/07,12:06:30.000,43590.0,1337935.5788,6070317.2593,1427877.5244
2026/02/07,12:07:00.000,43620.0,1337935.5788,6070317.2594,1427877.5244
2026/02/07,12:07:30.000,43650.0,1337935.5788,6070317.2594,1427877.5244
2026/02/07,12:08:00.000,43680.0,1337935.5788,6070317.2594,1427877.5244
2026/02/07,12:08:30.000,43710.0,1337935.5789,6070317.2594,1427877.5244
2026/02/07,12:09:00.000,43740.0,1337935.5789,6070317.2595,1427877.5245
2026/02/07,12:09:30.000,43770.0,1337935.579,6070317.2595,1427877.5245
2026/02/07,12:10:00.000,43800.0,1337935.5792,6070317.2598,1427877.5245
2026/02/07,12:10:30.000,43830.0,1337935.5794,6070317.2604,1427877.5246
2026/02/07,12:11:00.000,43860.0,1337935.5795,6070317.2606,1427877.5247
2026/02/07,12:11:30.000,43890.0,1337935.5795,6070317.2607,1427877.5247
2026/02/07,12:12:00.000,43920.0,1337935.5796,6070317.2607,1427877.5247
2026/02/07,12:12:30.000,43950.0,1337935.5796,6070317.2607,1427877.5247
2026/02/07,12:13:00.000,43980.0,1337935.5796,6070317.2607,1427877.5247
2026/02/07,12:13:30.000,44010.0,1337935.5796,6070317.2607,1427877.5247
2026/02/07,12:14:00.000,44040.0,1337935.5796,6070317.2607,1427877.5247
2026/02/07,12:14:30.000,44070.0,1337935.5796,6070317.2608,1427877.5247
2026/02/07,12:15:00.000,44100.0,1337935.5796,6070317.2609,1427877.5248
2026/02/07,12:15:30.000,44130.0,1337935.5795,6070317.2607,1427877.5247
2026/02/07,12:16:00.000,44160.0,1337935.5795,6070317.2605,1427877.5246
2026/02/07,12:16:30.000,44190.0,1337935.5794,6070317.2605,1427877.5246
2026/02/07,12:17:00.000,44220.0,1337935.5794,6070317.2604,1427877.5245
2026/02/07,12:17:30.000,44250.0,1337935.5794,6070317.2604,1427877.5245
2026/02/07,12:18:00.000,44280.0,1337935.5794,6070317.2604,1427877.5245
2026/02/07,12:18:30.000,44310.0,1337935.5794,6070317.2604,1427877.5245
2026/02/07,12:19:00.000,44340.0,1337935.5795,6070317.2606,1427877.5245
2026/02/07,12:19:30.000,44370.0,1337935.5796,6070317.2608,1427877.5247
2026/02/07,12:20:00.000,44400.0,1337935.5796,6070317.261,1427877.5248
2026/02/07,12:20:30.000,44430.0,1337935.5797,6070317.2611,1427877.5247
2026/02/07,12:21:00.000,44460.0,1337935.5797,6070317.2611,1427877.5247
2026/02/07,12:21:30.000,44490.0,1337935.5797,6070317.2611,1427877.5247
2026/02/07,12:22:00.000,44520.0,1337935.5797,6070317.2611,1427877.5247
2026/02/07,12:22:30.000,44550.0,1337935.5797,6070317.2611,1427877.5247
2026/02/07,12:23:00.000,44580.0,1337935.5797,6070317.2611,1427877.5247
2026/02/07,12:23:30.000,44610.0,1337935.5797,6070317.2612,1427877.5247
2026/02/07,12:24:00.000,44640.0,1337935.5797,6070317.2612,1427877.5248
2026/02/07,12:24:30.000,44670.0,1337935.5799,6070317.2615,1427877.5249
2026/02/07,12:25:00.000,44700.0,1337935.58,6070317.2617,1427877.525
2026/02/07,12:25:30.000,44730.0,1337935.5799,6070317.2615,1427877.5249
2026/02/07,12:26:00.000,44760.0,1337935.5799,6070317.2614,1427877.525
2026/02/07,12:26:30.000,44790.0,1337935.5799,6070317.2615,1427877.525
2026/02/07,12:27:00.000,44820.0,1337935.5799,6070317.2615,1427877.525
2026/02/07,12:27:30.000,44850.0,1337935.5799,6070317.2615,1427877.525
2026/02/07,12:28:00.000,44880.0,1337935.5799,6070317.2614,1427877.525
2026/02/07,12:28:30.000,44910.0,1337935.5799,6070317.2614,1427877.525
2026/02/07,12:29:00.000,44940.0,1337935.5799,6070317.2614,1427877.5249
2026/02/07,12:29:30.000,44970.0,1337935.5798,6070317.2613,1427877.5249
2026/02/07,12:30:00.000,45000.0,1337935.5797,6070317.2613,1427877.5249
2026/02/07,12:30:30.000,45030.0,1337935.5796,6070317.2613,1427877.5249
2026/02/07,12:31:00.000,45060.0,1337935.5796,6070317.2612,1427877.5249
2026/02/07,12:31:30.000,45090.0,1337935.5796,6070317.2612,1427877.5249
2026/02/07,12:32:00.000,45120.0,1337935.5796,6070317.2612,1427877.5249
2026/02/07,12:32:30.000,45150.0,1337935.5796,6070317.2612,1427877.5249
2026/02/07,12:33:00.000,45180.0,1337935.5796,6070317.2612,1427877.5249
2026/02/07,12:33:30.000,45210.0,1337935.5796,6070317.2613,1427877.5249
2026/02/07,12:34:00.000,45240.0,1337935.5796,6070317.2613,1427877.5249
2026/02/07,12:34:30.000,45270.0,1337935.5796,6070317.2613,1427877.525
2026/02/07,12:35:00.000,45300.0,1337935.5795,6070317.2615,1427877.5251
2026/02/07,12:35:30.000,45330.0,1337935.5795,6070317.2616,1427877.5251
2026/02/07,12:36:00.000,45360.0,1337935.5795,6070317.2616,1427877.5252
2026/02/07,12:36:30.000,45390.0,1337935.5795,6070317.2617,1427877.5252
2026/02/07,12:37:00.000,45420.0,1337935.5795,6070317.2617,1427877.5252
2026/02/07,12:37:30.000,45450.0,1337935.5795,6070317.2617,1427877.5252
2026/02/07,12:38:00.000,45480.0,1337935.5795,6070317.2617,1427877.5252
2026/02/07,12:38:30.000,45510.0,1337935.5795,6070317.2617,1427877.5253
2026/02/07,12:39:00.000,45540.0,1337935.5795,6070317.2618,1427877.5253
2026/02/07,12:39:30.000,45570.0,1337935.5796,6070317.2618,1427877.5254
2026/02/07,12:40:00.000,45600.0,1337935.5796,6070317.2617,1427877.5254
2026/02/07,12:40:30.000,45630.0,1337935.5795,6070317.2617,1427877.5255
2026/02/07,12:41:00.000,45660.0,1337935.5796,6070317.2618,1427877.5256
2026/02/07,12:41:30.000,45690.0,1337935.5796,6070317.2618,1427877.5256
2026/02/07,12:42:00.000,45720.0,1337935.5796,6070317.2618,1427877.5256
2026/02/07,12:42:30.000,45750.0,1337935.5796,6070317.2618,1427877.5257
2026/02/07,12:43:00.000,45780.0,1337935.5796,6070317.2618,1427877.5256
2026/02/07,12:43:30.000,45810.0,1337935.5796,6070317.2618,1427877.5256
2026/02/07,12:44:00.000,45840.0,1337935.5796,6070317.2619,1427877.5256
2026/02/07,12:44:30.000,45870.0,1337935.5795,6070317.262,1427877.5257
2026/02/07,12:45:00.000,45900.0,1337935.5795,6070317.2621,1427877.5258
2026/02/07,12:45:30.000,45930.0,1337935.5795,6070317.2621,1427877.5258
2026/02/07,12:46:00.000,45960.0,1337935.5795,6070317.2621,1427877.5258
2026/02/07,12:46:30.000,45990.0,1337935.5795,6070317.2621,1427877.5258
2026/02/07,12:47:00.000,46020.0,1337935.5795,6070317.2621,1427877.5257
2026/02/07,12:47:30.000,46050.0,1337935.5795,6070317.2621,1427877.5257
2026/02/07,12:48:00.000,46080.0,1337935.5795,6070317.2621,1427877.5257
2026/02/07,12:48:30.000,46110.0,1337935.5795,6070317.2621,1427877.5257
2026/02/07,12:49:00.000,46140.0,1337935.5795,6070317.2621,1427877.5257
2026/02/07,12:49:30.000,46170.0,1337935.5795,6070317.2622,1427877.5256
2026/02/07,12:50:00.000,46200.0,1337935.5795,6070317.2624,1427877.5257
2026/02/07,12:50:30.000,46230.0,1337935.5795,6070317.2626,1427877.5257
2026/02/07,12:51:00.000,46260.0,1337935.5795,6070317.2626,1427877.5257
2026/02/07,12:51:30.000,46290.0,1337935.5795,6070317.2627,1427877.5257
2026/02/07,12:52:00.000,46320.0,1337935.5795,6070317.2627,1427877.5257
2026/02/07,12:52:30.000,46350.0,1337935.5795,6070317.2627,1427877.5257
2026/02/07,12:53:00.000,46380.0,1337935.5795,6070317.2627,1427877.5257
2026/02/07,12:53:30.000,46410.0,1337935.5795,6070317.2627,1427877.5256
2026/02/07,12:54:00.000,46440.0,1337935.5795,6070317.2626,1427877.5256
2026/02/07,12:54:30.000,46470.0,1337935.5795,6070317.2621,1427877.5255
2026/02/07,12:55:00.000,46500.0,1337935.5795,6070317.2612,1427877.5253
2026/02/07,12:55:30.000,46530.0,1337935.5795,6070317.2608,1427877.5252
2026/02/07,12:56:00.000,46560.0,1337935.5795,6070317.2608,1427877.5252
2026/02/07,12:56:30.000,46590.0,1337935.5795,6070317.2607,1427877.5252
2026/02/07,12:57:00.000,46620.0,1337935.5795,6070317.2607,1427877.5252
2026/02/07,12:57:30.000,46650.0,1337935.5795,6070317.2606,1427877.5252
2026/02/07,12:58:00.000,46680.0,1337935.5795,6070317.2606,1427877.5252
2026/02/07,12:58:30.000,46710.0,1337935.5795,6070317.2606,1427877.5252
2026/02/07,12:59:00.000,46740.0,1337935.5795,6070317.2606,1427877.5252
2026/02/07,12:59:30.000,46770.0,1337935.5796,6070317.2607,1427877.5253
2026/02/07,13:00:00.000,46800.0,1337935.5796,6070317.2608,1427877.5255
2026/02/07,13:00:30.000,46830.0,1337935.5796,6070317.2611,1427877.5256
2026/02/07,13:01:00.000,46860.0,1337935.5797,6070317.2611,1427877.5257
2026/02/07,13:01:30.000,46890.0,1337935.5797,6070317.2611,1427877.5257
2026/02/07,13:02:00.000,46920.0,1337935.5797,6070317.2611,1427877.5257
2026/02/07,13:02:30.000,46950.0,1337935.5797,6070317.2611,1427877.5257
2026/02/07,13:03:00.000,46980.0,1337935.5797,6070317.2612,1427877.5257
2026/02/07,13:03:30.000,47010.0,1337935.5797,6070317.2611,1427877.5258
2026/02/07,13:04:00.000,47040.0,1337935.5796,6070317.2612,1427877.5258
2026/02/07,13:04:30.000,47070.0,1337935.5796,6070317.2611,1427877.526
2026/02/07,13:05:00.000,47100.0,1337935.5796,6070317.2606,1427877.5259
2026/02/07,13:05:30.000,47130.0,1337935.5797,6070317.2606,1427877.526
2026/02/07,13:06:00.000,47160.0,1337935.5797,6070317.2605,1427877.526
2026/02/07,13:06:30.000,47190.0,1337935.5797,6070317.2605,1427877.5261
2026/02/07,13:07:00.000,47220.0,1337935.5797,6070317.2605,1427877.5261
2026/02/07,13:07:30.000,47250.0,1337935.5797,6070317.2605,1427877.5261
2026/02/07,13:08:00.000,47280.0,1337935.5797,6070317.2605,1427877.5261
2026/02/07,13:08:30.000,47310.0,1337935.5797,6070317.2606,1427877.5261
2026/02/07,13:09:00.000,47340.0,1337935.5798,6070317.2606,1427877.5261
2026/02/07,13:09:30.000,47370.0,1337935.5798,6070317.2605,1427877.5262
2026/02/07,13:10:00.000,47400.0,1337935.5801,6070317.2608,1427877.5264
2026/02/07,13:10:30.000,47430.0,1337935.5804,6070317.2617,1427877.5266
2026/02/07,13:11:00.000,47460.0,1337935.5806,6070317.2621,1427877.5267
2026/02/07,13:11:30.000,47490.0,1337935.5806,6070317.2624,1427877.5268
2026/02/07,13:12:00.000,47520.0,1337935.5807,6070317.2625,1427877.5268
2026/02/07,13:12:30.000,47550.0,1337935.5807,6070317.2626,1427877.5268
2026/02/07,13:13:00.000,47580.0,1337935.5807,6070317.2626,1427877.5268
2026/02/07,13:13:30.000,47610.0,1337935.5807,6070317.2627,1427877.5269
2026/02/07,13:14:00.000,47640.0,1337935.5808,6070317.2628,1427877.5269
2026/02/07,13:14:30.000,47670.0,1337935.5808,6070317.2627,1427877.5269
2026/02/07,13:15:00.000,47700.0,1337935.5809,6070317.2623,1427877.5269
2026/02/07,13:15:30.000,47730.0,1337935.5809,6070317.2625,1427877.5271
2026/02/07,13:16:00.000,47760.0,1337935.5809,6070317.2626,1427877.5271
2026/02/07,13:16:30.000,47790.0,1337935.581,6070317.2627,1427877.5272
2026/02/07,13:17:00.000,47820.0,1337935.581,6070317.2627,1427877.5272
2026/02/07,13:17:30.000,47850.0,1337935.581,6070317.2628,1427877.5272
2026/02/07,13:18:00.000,47880.0,1337935.581,6070317.2628,1427877.5272
2026/02/07,13:18:30.000,47910.0,1337935.581,6070317.2629,1427877.5273
2026/02/07,13:19:00.000,47940.0,1337935.5811,6070317.263,1427877.5273
2026/02/07,13:19:30.000,47970.0,1337935.581,6070317.2628,1427877.5273
2026/02/07,13:20:00.000,48000.0,1337935.581,6070317.2627,1427877.5272
2026/02/07,13:20:30.000,48030.0,1337935.581,6070317.2627,1427877.5272
2026/02/07,13:21:00.000,48060.0,1337935.581,6070317.2628,1427877.5272
2026/02/07,13:21:30.000,48090.0,1337935.581,6070317.2628,1427877.5272
2026/02/07,13:22:00.000,48120.0,1337935.5811,6070317.2628,1427877.5272
2026/02/07,13:22:30.000,48150.0,1337935.5811,6070317.2628,1427877.5272
2026/02/07,13:23:00.000,48180.0,1337935.5811,6070317.2629,1427877.5273
2026/02/07,13:23:30.000,48210.0,1337935.5811,6070317.2631,1427877.5273
2026/02/07,13:24:00.000,48240.0,1337935.5811,6070317.2631,1427877.5273
2026/02/07,13:24:30.000,48270.0,1337935.5812,6070317.2633,1427877.5274
2026/02/07,13:25:00.000,48300.0,1337935.5812,6070317.2636,1427877.5275
2026/02/07,13:25:30.000,48330.0,1337935.5811,6070317.2637,1427877.5275
2026/02/07,13:26:00.000,48360.0,1337935.5811,6070317.2639,1427877.5275
2026/02/07,13:26:30.000,48390.0,1337935.5812,6070317.2641,1427877.5275
2026/02/07,13:27:00.000,48420.0,1337935.5812,6070317.2641,1427877.5275
2026/02/07,13:27:30.000,48450.0,1337935.5812,6070317.2641,1427877.5275
2026/02/07,13:28:00.000,48480.0,1337935.5812,6070317.2642,1427877.5275
2026/02/07,13:28:30.000,48510.0,1337935.5812,6070317.2642,1427877.5276
2026/02/07,13:29:00.000,48540.0,1337935.5813,6070317.2643,1427877.5276
2026/02/07,13:29:30.000,48570.0,1337935.5813,6070317.2644,1427877.5277
2026/02/07,13:30:00.000,48600.0,1337935.5816,6070317.2644,1427877.5278
2026/02/07,13:30:30.000,48630.0,1337935.5817,6070317.2645,1427877.5278
2026/02/07,13:31:00.000,48660.0,1337935.5817,6070317.2646,1427877.5278
2026/02/07,13:31:30.000,48690.0,1337935.5818,6070317.2647,1427877.5279
2026/02/07,13:32:00.000,48720.0,1337935.5818,6070317.2648,1427877.5279
